,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,status_count,follower_count,following_count,num_days,account_creation_date,account_language,statuses_per_day,followers_per_day,following_per_day,desc_len_terms,desc_len_chars,num_list_items,num_hashtags,url_count,has_location,last_tweet_date,class_value
4962,i3uSC7jcWFNMVmEblqWsN0ve8PJrj8WRRocYDM5L5Q=,i3uSC7jcWFNMVmEblqWsN0ve8PJrj8WRRocYDM5L5Q=,i3uSC7jcWFNMVmEblqWsN0ve8PJrj8WRRocYDM5L5Q=,tabriz,حس خوب زندگی,10,18,68,116,2017-12-04,en,0.08620689699999999,0.155172414,0.5862068970000001,3,12,1,0,0,1,2018-03-30 10:23,bot
11055,5vEFAzDqDTbPHGmctOnGLaBPfycW0ikEnxumyOJLvY=,5vEFAzDqDTbPHGmctOnGLaBPfycW0ikEnxumyOJLvY=,5vEFAzDqDTbPHGmctOnGLaBPfycW0ikEnxumyOJLvY=,Colombia,yo al 100% Empresario Social,1999,55,135,86,2016-08-01,es,23.24418605,0.639534884,1.5697674419999998,4,28,1,0,0,1,2016-10-26 21:10,bot
5176,BCKFeYQuEwFt8o02pnnqGwaNVUqSUursujPbDYevJ6o=,BCKFeYQuEwFt8o02pnnqGwaNVUqSUursujPbDYevJ6o=,BCKFeYQuEwFt8o02pnnqGwaNVUqSUursujPbDYevJ6o=,Iran,خاطرات هر چه شیرین تر باشند بعد   ها از تلخی  گلو یت را بیشتر می سوزانند,21,39,158,249,2018-01-30,en,0.084337349,0.156626506,0.6345381529999999,16,72,1,0,0,1,2018-10-06 12:37,bot
1439,q40V8EFR7cIQbdkY8N3yudfE+0oYCsmmLvcs7bJ1YMw=,q40V8EFR7cIQbdkY8N3yudfE+0oYCsmmLvcs7bJ1YMw=,q40V8EFR7cIQbdkY8N3yudfE+0oYCsmmLvcs7bJ1YMw=,"Karachi, Pakistan",Proud Pakistani | Researcher | Photographer | Social Media Activist | NON-Political | Member of @TeamPAIG🇵🇰,2421,418,736,105,2017-08-29,en,23.05714286,3.9809523810000003,7.00952381,9,107,1,0,0,1,2017-12-12 12:51,bot
1565,XmuMVEJkfc6ZJLYmN3Kgg1y08j1dxmsDd3vlkNHh1w=,XmuMVEJkfc6ZJLYmN3Kgg1y08j1dxmsDd3vlkNHh1w=,XmuMVEJkfc6ZJLYmN3Kgg1y08j1dxmsDd3vlkNHh1w=,,I apologise in advance.,596,253,1382,599,2016-12-13,en,0.9949916529999999,0.422370618,2.3071786309999998,4,23,2,0,0,0,2018-08-04 13:29,bot
981,OcuIQHeBG6TIt7otJ8wHjJLAsjBXvfkpFGHL1+jgSk=,OcuIQHeBG6TIt7otJ8wHjJLAsjBXvfkpFGHL1+jgSk=,OcuIQHeBG6TIt7otJ8wHjJLAsjBXvfkpFGHL1+jgSk=,,"Photojournalist in Los Angeles, roaming Calif, the West & beyond. Native Angeleno, trained in NYC. NYTimes Alum.",759,136,104,1049,2015-10-01,en,0.723546235,0.129647283,0.09914204,16,112,4,0,0,0,2018-08-15 20:26,bot
1415,FR1VySpDF38Y0XycqFXBJZpRSAal9cd2PKONXRoLo=,FR1VySpDF38Y0XycqFXBJZpRSAal9cd2PKONXRoLo=,FR1VySpDF38Y0XycqFXBJZpRSAal9cd2PKONXRoLo=,,آرایش می کنم، که فکر کنی منم خوشم,216,1443,490,903,2016-01-19,en,0.239202658,1.598006645,0.542635659,7,33,1,0,0,0,2018-07-10 13:56,bot
5618,cT1uf2vtUhtaFK+V1Md77WNMpVW9g1djCMDnYwh+6k=,cT1uf2vtUhtaFK+V1Md77WNMpVW9g1djCMDnYwh+6k=,cT1uf2vtUhtaFK+V1Md77WNMpVW9g1djCMDnYwh+6k=,tehran,"I still don’t understand Instagram, but here I am.",12,116,116,161,2017-12-21,en,0.074534161,0.720496894,0.720496894,10,50,2,0,0,1,2018-05-31 11:13,bot
4225,bdgsfu+ponQhwzqrdYjOWYx8ZDYVny95MGwmYl0yUUA=,bdgsfu+ponQhwzqrdYjOWYx8ZDYVny95MGwmYl0yUUA=,bdgsfu+ponQhwzqrdYjOWYx8ZDYVny95MGwmYl0yUUA=,زیر آسمون این شهر,عاشق/مذهبی/سینگل/ورزشکار/کتابخوار/تفریح/رفیق باز/نو اسموک/دانشجو/فرزند ارشد/تک پسر/مهربان/خوش اخلاق/....,35,806,3798,99,2018-05-06,en,0.35353535399999997,8.141414141,38.36363636,0,104,5,0,0,1,2018-08-13 09:39,bot
6991,a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,Pennsylvania,"Exhibition Organizer, mother, activist, photographer",102,70,226,1870,2009-10-08,en,0.054545455,0.037433155,0.120855615,5,52,1,0,0,1,2014-11-21 08:51,bot
7911,bd9d3634133b21da47cea24d95530041e579f65ab186fa33c6cdb88298750820,bd9d3634133b21da47cea24d95530041e579f65ab186fa33c6cdb88298750820,bd9d3634133b21da47cea24d95530041e579f65ab186fa33c6cdb88298750820,Москва,LOVE,415,143,179,1062,2014-05-29,ru,0.390772128,0.134651601,0.16854990600000003,1,4,1,0,0,1,2017-04-25 10:44,bot
10045,58311d0562ab658c17c653bf5087fe5f6049892cccea1941dff17eb4301559c5,58311d0562ab658c17c653bf5087fe5f6049892cccea1941dff17eb4301559c5,58311d0562ab658c17c653bf5087fe5f6049892cccea1941dff17eb4301559c5,Atlanta,Student,72,62,186,96,2014-06-07,en,0.75,0.645833333,1.9375,1,7,1,0,0,1,2014-09-11 13:23,bot
5144,YItZRSPxvP1Hm7gnuTiLRbkK1g7rxabGHgr1tS9FAM=,YItZRSPxvP1Hm7gnuTiLRbkK1g7rxabGHgr1tS9FAM=,YItZRSPxvP1Hm7gnuTiLRbkK1g7rxabGHgr1tS9FAM=,,Today is Saturday & only ۱% of the people are happy like me. Because we’ve a dream to fight for.,133,161,530,514,2017-11-20,en,0.258754864,0.313229572,1.031128405,19,96,3,0,0,0,2019-04-18 16:49,bot
2806,xRUdMMYdQG+gnFiM3Qwbj5IIRK3SD0EVbDA+6+3zwJQ=,xRUdMMYdQG+gnFiM3Qwbj5IIRK3SD0EVbDA+6+3zwJQ=,xRUdMMYdQG+gnFiM3Qwbj5IIRK3SD0EVbDA+6+3zwJQ=,,there is a problem with this mattress,828,103,363,1058,2015-09-23,en,0.7826086959999999,0.097353497,0.343100189,7,37,1,0,0,0,2018-08-16 19:16,bot
652,cee668fc703af7c53b6892cb90e4eb69b2e2e0b8d2236d3c3cfb28301bccd16f,cee668fc703af7c53b6892cb90e4eb69b2e2e0b8d2236d3c3cfb28301bccd16f,cee668fc703af7c53b6892cb90e4eb69b2e2e0b8d2236d3c3cfb28301bccd16f,خونه بابام,هر روز بیدار میشیم نقش زندگی رو بازی میکنیم تا زمانی که موقعش برسه و کات بدن,57,107,120,134,2018-04-03,en,0.425373134,0.798507463,0.895522388,17,76,1,0,0,1,2018-08-15 16:37,bot
8730,b30ba86be26512d01142b785cc5d7bfa56e8ddfcf7b047d94bc23eecf95561e2,b30ba86be26512d01142b785cc5d7bfa56e8ddfcf7b047d94bc23eecf95561e2,b30ba86be26512d01142b785cc5d7bfa56e8ddfcf7b047d94bc23eecf95561e2,Россия,"пусть она бывает не права, но это наша Родина",5380,3776,1146,734,2013-12-24,ru,7.329700272,5.144414169,1.5613079019999998,9,45,1,0,0,1,2015-12-28 20:35,bot
9137,a7b069135ec950192bdb894ccd76ea3df669e00f88daab3a6e33175cb5b670fe,a7b069135ec950192bdb894ccd76ea3df669e00f88daab3a6e33175cb5b670fe,a7b069135ec950192bdb894ccd76ea3df669e00f88daab3a6e33175cb5b670fe,USA,Music washes away from the soul the dust of everyday life.,392,92,121,890,2013-06-20,en,0.44044943799999997,0.10337078699999999,0.135955056,11,58,2,0,0,1,2015-11-27 00:00,bot
5153,xocKmMc0tLG5AZPUJwU1YbMpBhKT9Xenp8cF9LYp4iA=,xocKmMc0tLG5AZPUJwU1YbMpBhKT9Xenp8cF9LYp4iA=,xocKmMc0tLG5AZPUJwU1YbMpBhKT9Xenp8cF9LYp4iA=,"IRI, Sistan and Baluchestan",Camping is intents.,11,49,172,191,2018-01-29,en,0.057591623,0.25654450300000003,0.90052356,3,19,2,0,0,1,2018-08-08 11:41,bot
7872,78e74154d201b008e0ac4581d92b43e2717f922d2a7c993e5a61f98862877c52,78e74154d201b008e0ac4581d92b43e2717f922d2a7c993e5a61f98862877c52,78e74154d201b008e0ac4581d92b43e2717f922d2a7c993e5a61f98862877c52,"Brussel, België",Journalist / World Traveler,77,6,22,150,2017-06-20,ru,0.513333333,0.04,0.146666667,3,27,1,0,0,1,2017-11-17 09:39,bot
11365,D1BWL21inACb4TYGB51zCQ93CLDH0PJDxuM7oPMVfVM=,D1BWL21inACb4TYGB51zCQ93CLDH0PJDxuM7oPMVfVM=,D1BWL21inACb4TYGB51zCQ93CLDH0PJDxuM7oPMVfVM=,"Distrito Capital, Venezuela","Mujer Madura! Lic. Administración
Soy Chavista, reconozco lo bueno critico lo malo, no estoy de acuerdo ni con radicales, ni corruptos, vengan de donde vengan!!",130781,2920,918,1697,2014-04-03,es,77.06599882,1.720683559,0.540954626,25,160,2,0,0,1,2018-11-25 20:39,bot
6892,vqt+uvRpqZdwfkJx6Stn6KYg786DTKlk1LN14J5TxKg=,vqt+uvRpqZdwfkJx6Stn6KYg786DTKlk1LN14J5TxKg=,vqt+uvRpqZdwfkJx6Stn6KYg786DTKlk1LN14J5TxKg=,TEHRAN,زندگی یک اثر هنریست که به جای فکر کردن به او بهتر است که لذت ببرید!,41,69,118,194,2017-11-18,en,0.211340206,0.35567010299999996,0.608247423,16,67,1,0,0,1,2018-05-31 12:37,bot
9576,2944766250,Atlanta Online,Atlanta_Online,"Atlanta, GA","Breaking news, weather, traffic and more for Atlanta and Georgia. DM us anytime. RTs not endorsements",9593,20345,13575,955,2014-12-27,en,10.04502618,21.30366492,14.21465969,16,101,3,0,0,1,2017-08-08 12:01,bot
6215,bXvFP+RmKE6TKtLPlpEIakLFV6y2CcE6FAbBMYPG8s=,bXvFP+RmKE6TKtLPlpEIakLFV6y2CcE6FAbBMYPG8s=,bXvFP+RmKE6TKtLPlpEIakLFV6y2CcE6FAbBMYPG8s=,astara,ای در رگانم خون وطن,95,135,150,519,2017-11-11,fa,0.183044316,0.26011560699999997,0.28901734100000004,5,19,1,0,0,1,2019-04-14 12:19,bot
7032,2494112058,San Jose Daily,DailySanJose,USA,"Follow for San Jose's breaking news, special reports, entertainment and more from @DailySanJose",22627,20135,9313,1182,2014-05-14,en,19.142978,17.03468697,7.8790186129999995,13,95,1,0,0,1,2017-08-08 19:11,bot
7191,6f6f8909c9bb62f5f1e4bbf798a76256e3f2c97b339a7de5b8c6f1286848ca72,6f6f8909c9bb62f5f1e4bbf798a76256e3f2c97b339a7de5b8c6f1286848ca72,6f6f8909c9bb62f5f1e4bbf798a76256e3f2c97b339a7de5b8c6f1286848ca72,Питер,#SPNFamily #1D #Larry #TeenWolf #Skins #AHS #Sherlock #VampireDiaries #LanaDelRey #TPR #TheBeatles #GreenDay #30STM #Nirvana,2436,289,1573,606,2014-05-01,en,4.01980198,0.47689769,2.595709571,12,124,1,12,0,1,2015-12-28 17:39,bot
7803,7c1a0e74d7712da635b99692fe1c1c753f226ea3a41157259a0bd61bed814aad,7c1a0e74d7712da635b99692fe1c1c753f226ea3a41157259a0bd61bed814aad,7c1a0e74d7712da635b99692fe1c1c753f226ea3a41157259a0bd61bed814aad,USA,young money,834,485,787,519,2014-06-08,en,1.606936416,0.9344894029999999,1.516377649,2,11,1,0,0,1,2015-11-09 14:59,bot
9022,7353fbae7664527e00aa506df0da338a56d99ec129b7b19486c8c1e738fc72ee,7353fbae7664527e00aa506df0da338a56d99ec129b7b19486c8c1e738fc72ee,7353fbae7664527e00aa506df0da338a56d99ec129b7b19486c8c1e738fc72ee,"Dresden, Sachsen",Lokale Nachrichten aus Dresden. Hier kannst Du wichtige und aktuelle Nachrichten finden. Lies die News aus Deiner Stadt und schreib uns in die DN!,3796,1212,1377,307,2016-12-01,de,12.36482085,3.9478827360000004,4.48534202,24,146,3,0,0,1,2017-10-04 19:14,bot
10931,qJ94zBoz6ij+qa8dmlmOKV9QbbE2cWGfiQVZky6qMc=,qJ94zBoz6ij+qa8dmlmOKV9QbbE2cWGfiQVZky6qMc=,qJ94zBoz6ij+qa8dmlmOKV9QbbE2cWGfiQVZky6qMc=,BARINAS ESTADO BARINAS ,CUNA DE LA REVOLUCION BOLIVARIANA,14088,1653,41,1101,2015-12-02,es,12.79564033,1.5013623980000002,0.037238874,5,33,1,0,0,1,2018-12-07 14:19,bot
7440,7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,Липецк,Ай эм тру хикка,394,131,913,580,2013-11-24,ru,0.679310345,0.225862069,1.5741379309999999,4,15,1,0,0,1,2015-06-27 17:12,bot
2809,f4Z5leMzio5dBtsSc3FnnmxzBE3Y3X9dJSad53R+7U=,f4Z5leMzio5dBtsSc3FnnmxzBE3Y3X9dJSad53R+7U=,f4Z5leMzio5dBtsSc3FnnmxzBE3Y3X9dJSad53R+7U=,,comedy lover. play to the whistle game show,475,370,1574,997,2015-11-24,en,0.47642928799999995,0.37111334,1.5787362090000001,8,43,2,0,0,0,2018-08-17 10:40,bot
3018,URb871A6n5YVIRB3OsqZaASnENZOIn6mloB8XQZ7h+0=,URb871A6n5YVIRB3OsqZaASnENZOIn6mloB8XQZ7h+0=,URb871A6n5YVIRB3OsqZaASnENZOIn6mloB8XQZ7h+0=,tehran,عشق یعنی همه چیز یه آدم,192,1624,1979,471,2017-05-01,en,0.40764331200000004,3.447983015,4.201698513999999,6,23,1,0,0,1,2018-08-15 10:52,bot
12036,RQ6ljwdkAWZ8Ah0Y6V7I2+7OaeDkHhSmu1KnPHd+ls=,RQ6ljwdkAWZ8Ah0Y6V7I2+7OaeDkHhSmu1KnPHd+ls=,RQ6ljwdkAWZ8Ah0Y6V7I2+7OaeDkHhSmu1KnPHd+ls=,Estados Unidos,This site is created to let US citizens decide the fate of legal abortion by amending the US Constitution. See link below for related info. Follow me,1182,111,934,10,2017-08-08,es,118.2,11.1,93.4,27,149,3,0,0,1,2017-08-18 16:49,bot
1790,LYci5zpTC1iVhWtrYnkQPkqf64V+FB0PAob6cXN4U78=,LYci5zpTC1iVhWtrYnkQPkqf64V+FB0PAob6cXN4U78=,LYci5zpTC1iVhWtrYnkQPkqf64V+FB0PAob6cXN4U78=,تهران,دست از سرم بردار🤪,637,1024,832,112,2018-06-30,en,5.6875,9.142857142999999,7.428571429,3,17,1,0,0,1,2018-10-20 14:45,bot
10588,ofFIH98ZRnbf8fSQlMwu+VtYvNanXi2d+C5DMWRdIro=,ofFIH98ZRnbf8fSQlMwu+VtYvNanXi2d+C5DMWRdIro=,ofFIH98ZRnbf8fSQlMwu+VtYvNanXi2d+C5DMWRdIro=,Lichfield	 ,I don't believe in love,4,697,196,635,2013-08-08,en,0.0062992130000000006,1.097637795,0.308661417,5,23,1,0,0,1,2015-05-05 10:29,bot
5214,qfKzO8P+e2Z11VhIL9xFMPsFXDuJ7lY9Rea2G415ku0=,qfKzO8P+e2Z11VhIL9xFMPsFXDuJ7lY9Rea2G415ku0=,qfKzO8P+e2Z11VhIL9xFMPsFXDuJ7lY9Rea2G415ku0=,Tehran,Good morning hope your day be full of good people and positive thoughts.,21,82,714,100,2017-11-20,en,0.21,0.82,7.14,13,72,2,0,0,1,2018-02-28 11:23,bot
10798,AwyM1w4D7Jj1kQlrTI2VwXdGGIZ9rYFLedMmjZdY60=,AwyM1w4D7Jj1kQlrTI2VwXdGGIZ9rYFLedMmjZdY60=,AwyM1w4D7Jj1kQlrTI2VwXdGGIZ9rYFLedMmjZdY60=,New York,Music geek ;  Typical tv specialist ... Student  ...  ;  3 years.Music advocate,260,111,103,500,2014-05-17,en,0.52,0.222,0.20600000000000002,7,79,10,0,0,1,2015-09-29 02:04,bot
9734,f20b133cf09017ea8a1ba0d32561be09d3c0d01909b7820faaacacf10e7b2ffa,f20b133cf09017ea8a1ba0d32561be09d3c0d01909b7820faaacacf10e7b2ffa,f20b133cf09017ea8a1ba0d32561be09d3c0d01909b7820faaacacf10e7b2ffa,USA,"Look within. Within is the fountain of good, and it will ever bubble up, if thou wilt ever dig.",418,8,39,215,2014-06-20,en,1.9441860469999999,0.037209302,0.18139534899999998,19,95,3,0,0,1,2015-01-21 15:28,bot
5195,tah3oICIRthrJ8yYyGNZ+fxvQ5TMq7rJkKp8G31HScI=,tah3oICIRthrJ8yYyGNZ+fxvQ5TMq7rJkKp8G31HScI=,tah3oICIRthrJ8yYyGNZ+fxvQ5TMq7rJkKp8G31HScI=,IR,‏‏این نیز بگذرد,6,1,109,346,2017-12-16,en,0.01734104,0.002890173,0.315028902,2,15,1,0,0,1,2018-11-27 14:36,bot
5926,BapvBckSt2BpcQOt8vABkKuotkHAHSNV2cKWmA6Zvac=,BapvBckSt2BpcQOt8vABkKuotkHAHSNV2cKWmA6Zvac=,BapvBckSt2BpcQOt8vABkKuotkHAHSNV2cKWmA6Zvac=,کرمانشاه,خوددرگیری های ذهنی,39,103,280,487,2017-12-12,en,0.080082136,0.211498973,0.574948665,3,18,1,0,0,1,2019-04-13 13:16,bot
7181,9faa3407dd77e8c6992a50c9e7ee92b2c7b7f300cacaedab7c27f744e9f46123,9faa3407dd77e8c6992a50c9e7ee92b2c7b7f300cacaedab7c27f744e9f46123,9faa3407dd77e8c6992a50c9e7ee92b2c7b7f300cacaedab7c27f744e9f46123,,Об твое сердце мог бы разбиться даже Титаник.,4276,147,174,1139,2014-05-14,ru,3.754170325,0.129060579,0.152765584,8,45,2,0,0,0,2017-06-26 14:52,bot
1530,hrtr7Tx8oVGHyQ1gJSXvn+9W2gRe3SqOQcAteCVIj4I=,hrtr7Tx8oVGHyQ1gJSXvn+9W2gRe3SqOQcAteCVIj4I=,hrtr7Tx8oVGHyQ1gJSXvn+9W2gRe3SqOQcAteCVIj4I=,,I used to act. I also love traveling. not always at the same time though.,558,435,1891,934,2016-01-26,en,0.597430407,0.465738758,2.0246252680000003,15,73,4,0,0,0,2018-08-17 16:09,bot
6488,kG3QaQTQAc+MBhtcSh9TyZI10VgLKlkhKC81EcK0Ek=,kG3QaQTQAc+MBhtcSh9TyZI10VgLKlkhKC81EcK0Ek=,kG3QaQTQAc+MBhtcSh9TyZI10VgLKlkhKC81EcK0Ek=,رشت,"وقتـــــــــــی کسی به عشقــــــــــش میگه نفســـــــــمی


یعنی نمیشه نفســــــــــــم رو با کـــسی قســـــــمت کنم",19,6,26,177,2018-01-09,en,0.10734463300000001,0.033898305,0.146892655,14,116,1,0,0,1,2018-07-05 12:35,bot
5069,83s8vw+aTawY7SiERHntoS6uP2kkpsrVxLykH1wHJp8=,83s8vw+aTawY7SiERHntoS6uP2kkpsrVxLykH1wHJp8=,83s8vw+aTawY7SiERHntoS6uP2kkpsrVxLykH1wHJp8=,"iran,   Shiraz","سطح بلوغ آدما رو تو عصبانیت میشه سنجید
 من خودم ۳ سالمه از شیراز",10,12,27,490,2017-11-22,en,0.020408163,0.024489796,0.055102041,13,64,1,0,0,1,2019-03-27 18:09,bot
5409,cfRO3sQxdafvIPlIWi5TEe4vlmJW94R+Vu7GhgS62w=,cfRO3sQxdafvIPlIWi5TEe4vlmJW94R+Vu7GhgS62w=,cfRO3sQxdafvIPlIWi5TEe4vlmJW94R+Vu7GhgS62w=,zahedan,نشود فاش کسی، آن چه میان من و توست.....,86,159,195,519,2017-11-11,fa,0.16570327599999998,0.306358382,0.37572254299999996,8,39,6,0,0,1,2019-04-14 12:01,bot
8127,4ac2d4e6548767c222a92279d707e19eda694044aac8ae746f8b1be936d2b48e,4ac2d4e6548767c222a92279d707e19eda694044aac8ae746f8b1be936d2b48e,4ac2d4e6548767c222a92279d707e19eda694044aac8ae746f8b1be936d2b48e,СПб,"Самосовершенствуюсь) Работаю с дикими животными, люблю футбол, Германию и все, что с ней связано; велик; сноуборд",17038,1374,294,1182,2012-08-21,ru,14.41455161,1.162436548,0.248730964,16,113,3,0,0,1,2015-11-16 17:59,bot
9391,76d7cc9d935eae1a4356d8c417ee37a2d01acd8ce1856ff870cacfa9222d9b7e,76d7cc9d935eae1a4356d8c417ee37a2d01acd8ce1856ff870cacfa9222d9b7e,76d7cc9d935eae1a4356d8c417ee37a2d01acd8ce1856ff870cacfa9222d9b7e,Russia,30 Second To Mars fandom #марсы,889,598,10,1913,2009-10-08,ru,0.464715107,0.312598014,0.005227392,5,31,1,1,0,1,2015-01-03 17:22,bot
2295,8.63296E+17,احسان,Ehsan_0101,,ما در مزارع زندگی میکردیم ،بعد رفتیم در شهرها ،و حالا میریم که در #اینترنت زندگی کنیم...,1,0,0,1,2017-05-13,en,1.0,0.0,0.0,15,88,4,1,0,0,2017-05-14 08:34,bot
11951,aUyR02dJVwM0Fu3oDLNX9rjX3A4XoL1cmlIgB7kFUs=,aUyR02dJVwM0Fu3oDLNX9rjX3A4XoL1cmlIgB7kFUs=,aUyR02dJVwM0Fu3oDLNX9rjX3A4XoL1cmlIgB7kFUs=,,"Lover of everything good of America, journalist who prays for a better America, follow me and you will have all the news of last minute.!#TrumpFans #TrumpAmanda",1640,1,28,30,2017-01-03,es,54.66666667,0.033333333,0.933333333,27,160,2,2,0,0,2017-02-02 13:29,bot
11627,1WmDSa6isjCRjFrucmuHVszORPF0nZIKbBZAKjdj8Y=,1WmDSa6isjCRjFrucmuHVszORPF0nZIKbBZAKjdj8Y=,1WmDSa6isjCRjFrucmuHVszORPF0nZIKbBZAKjdj8Y=,En un lugar de la Mancha... ,"Pagano, excomulgado. Alejado de la gracia de Dios.
La muerte no es excusa para dejar de trabajar. ¡Necromantes del mundo, Uníos!",12819,427,1040,3144,2010-04-29,es,4.077290076000001,0.135814249,0.330788804,20,129,4,0,0,1,2018-12-07 19:00,bot
3525,9Y+7mUIkVmPMWb47AN1YfkSeez2mdeGYtliYbdJzA4=,9Y+7mUIkVmPMWb47AN1YfkSeez2mdeGYtliYbdJzA4=,9Y+7mUIkVmPMWb47AN1YfkSeez2mdeGYtliYbdJzA4=,اهواز,گردشگر✈️,66,808,2960,34,2019-01-08,en,1.941176471,23.76470588,87.05882353,0,8,1,0,0,1,2019-02-11 15:11,bot
3869,4+qOHjc9vUxfhzfQnlpuQaArY+Np4iHh7BwtIjvKr9c=,4+qOHjc9vUxfhzfQnlpuQaArY+Np4iHh7BwtIjvKr9c=,4+qOHjc9vUxfhzfQnlpuQaArY+Np4iHh7BwtIjvKr9c=,Islamic Republic of Iran,إِنَّا فَتَحْنَا لَكَ فَتْحًا مُّبِينًا,84,436,344,8,2019-02-04,en,10.5,54.5,43.0,0,39,1,0,0,1,2019-02-12 22:13,bot
11855,uaUfkrjaJXQZDwDSNmH4ns4iee7uzv75YWD89QamHXA=,uaUfkrjaJXQZDwDSNmH4ns4iee7uzv75YWD89QamHXA=,uaUfkrjaJXQZDwDSNmH4ns4iee7uzv75YWD89QamHXA=,Estados Unidos,"Experience everything that the Yukon and Northwest Territories have to offer with direct flights and packages from Air North, Yukon's Airline! Follow me",1198,1199,2811,18,2017-07-31,es,66.55555556,66.61111111,156.16666669999998,23,152,1,0,0,1,2017-08-18 21:16,bot
4642,rlv9qwueEEmMPJLVifIw6Qpj2o5VBpQg86Q1teWCY=,rlv9qwueEEmMPJLVifIw6Qpj2o5VBpQg86Q1teWCY=,rlv9qwueEEmMPJLVifIw6Qpj2o5VBpQg86Q1teWCY=,شاهرود - گرگان,یک شاهرودی رادیکالیست یا یک رادیکالیست شاهرودی؟,63,316,424,187,2017-11-28,en,0.336898396,1.689839572,2.2673796790000003,6,47,1,0,0,1,2018-06-03 09:47,bot
1227,ptgP1TTTvjsSgq5yxgxSlGhktsysdk+RcbfbwwtBoM=,ptgP1TTTvjsSgq5yxgxSlGhktsysdk+RcbfbwwtBoM=,ptgP1TTTvjsSgq5yxgxSlGhktsysdk+RcbfbwwtBoM=,,Extreme problem solver. Explorer. Unapologetic bacon fanatic. Friendly social media ninja,102,296,1942,514,2015-10-15,en,0.19844358,0.575875486,3.778210117,11,89,4,0,0,0,2017-03-12 16:29,bot
6225,k5rIzoDUoLZsmQnQtBcFrcLHPW7e8Q7TgnOM0VoHhzs=,k5rIzoDUoLZsmQnQtBcFrcLHPW7e8Q7TgnOM0VoHhzs=,k5rIzoDUoLZsmQnQtBcFrcLHPW7e8Q7TgnOM0VoHhzs=,iran,موهایت را روی صورتت که میریزی     نیمی را به شرق نیمی را به غرب     دنیا ی من تعادل می گیرد…!,11,59,49,275,2017-11-17,en,0.04,0.214545455,0.17818181800000002,19,93,1,0,0,1,2018-08-19 08:13,bot
10033,17ae6b4c13bc140467f693f2faf08da74c1061e129c2e0f0a683197d2096b80d,17ae6b4c13bc140467f693f2faf08da74c1061e129c2e0f0a683197d2096b80d,17ae6b4c13bc140467f693f2faf08da74c1061e129c2e0f0a683197d2096b80d,,Notes,395,103,142,826,2013-08-22,en,0.478208232,0.12469733699999999,0.17191283300000001,1,5,1,0,0,0,2015-11-26 23:56,bot
9632,9388d2f7fc187307ea8070cf4d8d47d0debf55d6a704bf92b8c6abe495914d7c,9388d2f7fc187307ea8070cf4d8d47d0debf55d6a704bf92b8c6abe495914d7c,9388d2f7fc187307ea8070cf4d8d47d0debf55d6a704bf92b8c6abe495914d7c,Москва,в Россию можно только верить!,3062,244,1901,851,2013-08-29,ru,3.5981198589999996,0.28672150399999996,2.233842538,5,29,1,0,0,1,2015-12-28 21:20,bot
2166,TGcMpLQBPuDX5YBfnJWUIFbF77KBcNUswyuBJjovBm4=,TGcMpLQBPuDX5YBfnJWUIFbF77KBcNUswyuBJjovBm4=,TGcMpLQBPuDX5YBfnJWUIFbF77KBcNUswyuBJjovBm4=,Islamic Republic of Iran,در عشق اگرچه منزل آخر شهادت است تکلیف اول است شهیدانه زیستن,2798,823,229,751,2016-08-20,en,3.725699068,1.09587217,0.30492676399999996,12,59,1,0,0,1,2018-09-10 16:44,bot
1513,medAeHmrZF7AUMcPYl2rhMJ6J69oJnC+eb9OhhYxnQ=,medAeHmrZF7AUMcPYl2rhMJ6J69oJnC+eb9OhhYxnQ=,medAeHmrZF7AUMcPYl2rhMJ6J69oJnC+eb9OhhYxnQ=,,Where #Innovation lives. Architect of @HBCUecosystem #HBCUvoices https://t.co/9jvgRTzYQN  @RutgersBSchool ex-IBM & Accenture,603,98,572,1013,2015-10-12,en,0.595261599,0.096742349,0.564659427,10,124,4,2,1,0,2018-07-21 08:22,bot
1293,P2Crk6G1nIL7VhgNMd225tH1hkeMFylZzWrpe4lDkMg=,P2Crk6G1nIL7VhgNMd225tH1hkeMFylZzWrpe4lDkMg=,P2Crk6G1nIL7VhgNMd225tH1hkeMFylZzWrpe4lDkMg=,Islamic Republic of Iran,ای صاحبان خانه های تنهایی، ما نیز در پی شما می آییم...,336,619,538,112,2018-06-30,en,3.0,5.526785714,4.803571429,11,54,4,0,0,1,2018-10-20 10:02,bot
